player,pos,g,ast_per_game,blk_per_game,drb_per_game,e_fg_percent,fg_per_game,fg_percent,fga_per_game,ft_per_game,ft_percent,fta_per_game,gs,mp_per_game,orb_per_game,pf_per_game,pts_per_game,stl_per_game,tov_per_game,trb_per_game,x2p_per_game,x2p_percent,x2pa_per_game,x3p_per_game,x3p_percent,x3pa_per_game,all_star_selections,major_award_count,278.225,210.797,267.271
Matt Steigenga,SF,2,1,0.5,1.5,0.25,0.5,0.25,2,0.5,0.5,1,0,6,0,0.5,1.5,0.5,1,1.5,0.5,0.5,1,0,0,1,0,0,,,
Robert Churchwell,SG,4,0.3,0,0.8,0.375,0.8,0.375,2,0,0,0,0,5,0,0.3,1.5,0,0.5,0.8,0.8,0.375,2,0,0,0,0,0,,,
Malcolm Mackey,C,22,0,0.1,0.5,0.378,0.6,0.378,1.7,0.2,0.5,0.4,0,3.1,0.5,0.4,1.5,0,0.1,1.1,0.6,0.4,1.6,0,0,0.1,0,0,,,
Tom Copa,C,33,0.1,0.2,0.7,0.55,0.7,0.55,1.2,0.1,0.308,0.4,1,4,0.4,0.9,1.5,0.1,0.2,1.1,0.7,0.55,1.2,0,0,0,0,0,,,
Jeff Lebo,SG,4,0.8,0,0.5,0.286,0.5,0.286,1.8,0.5,1,0.5,0,8,0.5,1.8,1.5,0.5,0.3,1,0.5,0.286,1.8,0,0,0,0,0,,,
Rob Lock,PF,20,0.2,0.2,0.9,0.281,0.5,0.281,1.6,0.6,0.8,0.8,0,5.5,0.7,0.8,1.5,0.2,0.7,1.6,0.5,0.281,1.6,0,0,0,0,0,,,
Curtis Kitchen,PF,6,0.2,0.5,0.8,0.5,0.5,0.5,1,0.5,0.75,0.7,0,5.2,0.7,0.7,1.5,0.3,0,1.5,0.5,0.6,0.8,0,0,0.2,0,0,,,
David Cooke,PF,6,0.2,0,0.8,0.182,0.3,0.182,1.8,0.8,0.5,1.7,0,6.3,0.8,0.8,1.5,0.7,0.3,1.7,0.3,0.182,1.8,0,0,0,0,0,,,
Derrick Rowland,SG,2,0.5,0,0.5,0.333,0.5,0.333,1.5,0.5,0.5,1,0,4.5,0,0.5,1.5,0,0,0.5,0.5,0.333,1.5,0,0,0,0,0,,,
Voise Winters,SF,4,0,0,0.5,0.231,0.8,0.231,3.3,0,0,0,0,4.3,0.3,0.3,1.5,0.3,0.5,0.8,0.8,0.25,3,0,0,0.3,0,0,,,
Monti Davis,PF,2,0,0.5,1,0.2,0.5,0.2,2.5,0.5,0.2,2.5,0,5,1,0,1.5,0,0,2,0.5,0.2,2.5,0,0,0,0,0,,,
Carl Kilpatrick,C,2,0,0,1.5,0.5,0.5,0.5,1,0.5,0.5,1,0,3,0.5,0.5,1.5,0,0,2,0.5,0.5,1,0,0,0,0,0,,,
Terry Crosby,PG,4,1.8,0,0.3,0.5,0.5,0.5,1,0.5,1,0.5,0,7,0,1,1.5,0,1.3,0.3,0.5,0.5,1,0,0,0,0,0,,,
Ed Searcy,SF,4,0.3,0,0,0.333,0.5,0.333,1.5,0.5,1,0.5,0,3,0,1,1.5,0,0,0,0.5,0.333,1.5,0,0,0,0,0,,,
Claude English,F,18,0.3,0,0,0.262,0.6,0.262,2.3,0.3,0.714,0.4,0,3.9,0,0.8,1.5,0,0,1.1,0.6,0.262,2.3,0,0,0,0,0,,,
Walter Byrd,PF,22,0.3,0,0.8,0.326,0.6,0.326,2,0.2,0.294,0.8,0,5,0.4,1,1.5,0,0.4,1.1,0.6,0.333,1.9,0,0,0,0,0,,,
Bill Garner,C,53,0.5,0,0,0.272,0.5,0.272,1.9,0.5,0.5,0.9,0,9.7,0,1.9,1.5,0,0.9,2.2,0.5,0.275,1.9,0,0,0,0,0,,,
Dave Zeller,PG,61,1,0,0,0.353,0.6,0.353,1.7,0.3,0.75,0.4,0,4.6,0,0.6,1.5,0,0,0.4,0.6,0.353,1.7,0,0,0,0,0,,,
Bob Armstrong,C-F,19,0.2,0,0,0.297,0.6,0.297,1.9,0.3,0.5,0.6,0,5.8,0,0.7,1.5,0,0,2.1,0.6,0.297,1.9,0,0,0,0,0,,,
Don Ackerman,PG,28,0.8,0,0,0.222,0.5,0.222,2.3,0.5,0.536,1,0,7.9,0,1.5,1.5,0,0,0.5,0.5,0.222,2.3,0,0,0,0,0,,,
Gene Dyker,F,11,0.5,0,0,0.231,0.5,0.231,2.4,0.4,0.5,0.7,0,8.3,0,1.9,1.5,0,0,1.5,0.5,0.231,2.4,0,0,0,0,0,,,
Mo Mahoney,F,8,0.275,0,0,0.3,0.525,0.3,1.525,0.525,0.6,0.6,0,5.65,0,0.9,1.5,0,0,1.15,0.525,0.3,1.525,0,0,0,0,0,,,
Sherwin Raiken,G,6,1,0,0,0.143,0.5,0.143,3.5,0.5,0.375,1.3,0,10.5,0,1.7,1.5,0,0,1.3,0.5,0.143,3.5,0,0,0,0,0,,,
Jerry Fowler,C,6,0.3,0,0,0.308,0.7,0.308,2.2,0.2,0.25,0.7,0,6.8,0,1.5,1.5,0,0,1.7,0.7,0.308,2.2,0,0,0,0,0,,,
Ben Schadler,F,37,0.2,0,0,0.198,0.6,0.198,3.1,0.3,0.769,0.4,0,0,0,1.1,1.5,0,0,0,0.6,0.198,3.1,0,0,0,0,0,,,
Deb Smith,F,48,0.1,0,0,0.269,0.7,0.269,2.5,0.2,0.429,0.4,0,0,0,1,1.5,0,0,0,0.7,0.269,2.5,0,0,0,0,0,,,
Ed Kasid,G,8,0.8,0,0,0.286,0.8,0.286,2.6,0,0,0.8,0,0,0,1,1.5,0,0,0,0.8,0.286,2.6,0,0,0,0,0,,,
Hal Crisler,F,4,0,0,0,0.333,0.5,0.333,1.5,0.5,1,0.5,0,0,0,1.5,1.5,0,0,0,0.5,0.333,1.5,0,0,0,0,0,,,
Mel Hirsch,G,13,0.8,0,0,0.2,0.7,0.2,3.5,0.1,0.5,0.2,0,0,0,1.4,1.5,0,0,0,0.7,0.2,3.5,0,0,0,0,0,,,
Roger Jorgensen,C-F,28,0,0,0,0.259,0.5,0.259,1.9,0.5,0.684,0.7,0,0,0,1.3,1.5,0,0,0,0.5,0.259,1.9,0,0,0,0,0,,,
Ivano Newbill,SF,134,0.351,0.204,1.606,0.402,0.596,0.4,1.446,0.337,0.418,0.758,1.493,10.661,1.084,1.609,1.496,0.4,0.549,2.636,0.596,0.398,1.446,0,0.209,0,0,0,,,
Leo Rautins,SF,32,0.975,0.088,0.825,0.317,0.7,0.317,1.9,0.175,0.525,0.35,2.625,6.5,0.3,1.063,1.488,0.262,0.65,1.112,0.7,0.317,1.9,0,0,0,0,0,,,
Soumaila Samake,C,47,0.083,0.4,0.928,0.387,0.583,0.387,1.511,0.272,0.578,0.562,0.277,6.406,0.655,0.783,1.483,0.072,0.128,1.655,0.583,0.387,1.511,0,0,0,0,0,,,
Ron Cavenall,C,58,0.366,0.766,1.953,0.355,0.491,0.355,1.514,0.4,0.55,0.726,1.828,11.516,0.914,2.136,1.474,0.183,0.766,2.867,0.491,0.355,1.514,0,0,0,0,0,,,
Bart Kofoed,SG,111,0.983,0.006,0.379,0.396,0.528,0.386,1.335,0.363,0.594,0.65,0,6.337,0.124,0.875,1.468,0.169,0.523,0.504,0.456,0.413,1.178,0.032,0.149,0.168,0,0,,,
Marko Simonovic,C,16,0,0.056,0.381,0.325,0.356,0.275,1.394,0.55,0.628,0.806,0,3.463,0.381,0.7,1.462,0.056,0.112,0.75,0.212,0.314,0.794,0.1,0.222,0.6,0,0,,,
Othello Hunter,PF,23,0.07,0.239,0.9,0.484,0.67,0.484,1.422,0.122,0.228,0.391,0,5.465,0.691,0.7,1.461,0.07,0.191,1.561,0.67,0.484,1.422,0,0,0,0,0,,,
Andre Emmett,SG,14,0.086,0.086,0.471,0.435,0.471,0.435,0.971,0.571,0.611,0.9,0,5.214,0.129,0.414,1.457,0.129,0.186,0.6,0.471,0.476,0.886,0,0,0.086,0,0,,,
Juwan Morgan,PF,52,0.308,0.04,0.792,0.586,0.6,0.519,1.1,0.096,0.542,0.192,0,6.025,0.408,0.812,1.452,0.056,0.177,1.2,0.429,0.636,0.717,0.115,0.342,0.423,0,0,,,
Gary Leonard,C,31,0.032,0.323,0.697,0.405,0.555,0.405,1.187,0.342,0.53,0.619,0,4.832,0.452,1.013,1.452,0.103,0.316,1.077,0.555,0.415,1.187,0,0,0,0,0,,,
Elmer Gainer,F-C,20,0.525,0,0,0.22,0.5,0.22,2.175,0.45,0.688,0.675,0,0,0,1.825,1.45,0,0,0,0.5,0.22,2.175,0,0,0,0,0,,,
Kendall Brown,SG,21,0.357,0,0.271,0.544,0.557,0.544,1.057,0.271,0.589,0.443,0,4.914,0.229,0.857,1.429,0.2,0.157,0.5,0.557,0.63,0.929,0,0,0.129,0,0,,,
Ron Watts,F,28,0.036,0,0,0.259,0.421,0.259,1.614,0.579,0.671,0.868,0,3.289,0,0.614,1.421,0,0,1.386,0.421,0.259,1.614,0,0,0,0,0,,,
Jim Browne,C,35,0.266,0,0,0.371,0.477,0.371,1.386,0.389,0.483,0.854,0,0,0,0.557,1.42,0,0,0,0.477,0.371,1.386,0,0,0,0,0,,,
Colin Castleton,C,17,0.188,0.059,0.376,0.53,0.565,0.53,0.941,0.376,0.941,0.376,0,3.6,0.376,0.659,1.412,0.094,0.188,0.753,0.565,0.53,0.941,0,0,0,0,0,,,
Len Kosmalski,C,76,0.683,0.136,1.359,0.398,0.547,0.398,1.318,0.4,0.798,0.447,0,6.686,0.559,1.024,1.407,0.124,0,1.918,0.547,0.398,1.318,0,0,0,0,0,,,
Tyler Smith,PF,5,0,0,0.4,0.7,0.6,0.6,1,0,0,0,0,3,0.2,0.6,1.4,0,0.2,0.6,0.4,1,0.4,0.2,0.333,0.6,0,0,,,
Jermaine Samuels,SF,14,0.2,0.1,0.7,0.643,0.6,0.643,1,0.1,1,0.1,0,4.3,0.2,0.4,1.4,0.1,0,0.9,0.6,0.75,0.9,0,0,0.1,0,0,,,
Nigel Williams-Goss,PG,10,0.6,0.1,0.4,0.375,0.5,0.313,1.6,0.2,1,0.2,0,5,0.2,0.6,1.4,0.3,0.3,0.6,0.3,0.333,0.9,0.2,0.286,0.7,0,0,,,
Amile Jefferson,PF,30,0.24,0.24,0.94,0.464,0.5,0.464,1,0.42,0.564,0.76,0,4.74,0.56,0.52,1.4,0.18,0.16,1.5,0.5,0.464,1,0,0,0,0,0,,,
Diamond Stone,C,7,0,0.1,0.7,0.231,0.4,0.231,1.9,0.6,1,0.6,0,3.4,0.1,0.7,1.4,0,0.3,0.9,0.4,0.231,1.9,0,0,0,0,0,,,
Jerry Smith,PG,5,0.8,0,1,0.25,0.6,0.214,2.8,0,0,0,0,9.2,0.4,1,1.4,1,0,1.4,0.4,0.25,1.6,0.2,0.167,1.2,0,0,,,
Travis Leslie,SG,10,0.5,0.2,0.3,0.357,0.5,0.357,1.4,0.4,0.444,0.9,0,4.5,0.6,0.4,1.4,0.2,0.2,0.9,0.5,0.357,1.4,0,0,0,0,0,,,
Kosta Perović,C,7,0.1,0.3,1,0.3,0.4,0.3,1.4,0.6,0.667,0.9,0,5.4,0.9,0.9,1.4,0,0.1,1.9,0.4,0.3,1.4,0,0,0,0,0,,,
Ivan McFarlin,PF,11,0.1,0,0.4,0.385,0.5,0.385,1.2,0.5,0.714,0.6,0,3.7,0.6,0.7,1.4,0,0.1,1,0.5,0.417,1.1,0,0,0.1,0,0,,,
Etdrick Bohannon,PF,26,0.238,0.396,1.015,0.384,0.319,0.384,0.815,0.762,0.543,1.062,0,5.865,0.692,1.227,1.4,0.1,0.562,1.708,0.319,0.384,0.815,0,0,0,0,0,,,
Jeff Nordgaard,PF,13,0.2,0,0.8,0.278,0.4,0.278,1.4,0.6,0.889,0.7,0,3.7,0.3,0.5,1.4,0.2,0.2,1.1,0.4,0.278,1.4,0,0,0,0,0,,,
James Blackwell,PG,13,0.8,0,0.7,0.615,0.6,0.615,1,0.2,0.667,0.2,0,6.2,0.2,0.6,1.4,0.3,0.4,0.8,0.6,0.615,1,0,0,0,0,0,,,
Kurk Lee,PG,48,0.7,0,0.5,0.289,0.4,0.268,1.5,0.5,0.893,0.6,0,5.5,0.1,0.8,1.4,0.2,0.4,0.6,0.3,0.286,1.2,0.1,0.2,0.3,0,0,,,
Greg Butler,C,55,0.1,0.06,0.625,0.352,0.505,0.352,1.456,0.365,0.589,0.522,0,3.782,0.375,0.785,1.4,0,0.413,0.94,0.505,0.369,1.396,0,0,0.06,0,0,,,
Ramón Rivas,C,28,0.1,0,0.5,0.387,0.4,0.387,1.1,0.6,0.64,0.9,0,3.3,0.3,0.8,1.4,0.1,0.3,0.9,0.4,0.4,1.1,0,0,0,0,0,,,
Myron Jackson,PG,8,0.8,0,0.3,0.222,0.3,0.222,1.1,0.9,0.875,1,0,2.8,0.1,0.1,1.4,0.1,0.6,0.4,0.3,0.222,1.1,0,0,0,0,0,,,
Perry Young,SG,9,0.8,0.1,0.6,0.286,0.7,0.286,2.3,0.1,0.5,0.2,0,8,0.3,1.6,1.4,0.6,0.4,0.9,0.7,0.286,2.3,0,0,0,0,0,,,
Lee Johnson,PF,12,0.1,0.4,1.3,0.28,0.6,0.28,2.1,0.3,0.6,0.4,0,7.5,0.5,1.5,1.4,0,0.6,1.8,0.6,0.28,2.1,0,0,0,0,0,,,
Greg Deane,SG,7,0.9,0,0.6,0.227,0.3,0.182,1.6,0.7,0.714,1,0,6.9,0.3,0.4,1.4,0,0.4,0.9,0.1,0.1,1.4,0.1,1,0.1,0,0,,,
Gary Suiter,C-F,30,0.1,0,0,0.352,0.6,0.352,1.8,0.1,0.444,0.3,0,4.7,0,0.7,1.4,0,0,1.4,0.6,0.352,1.8,0,0,0,0,0,,,
Harry Laurie,G,9,0.9,0,0.9,0.25,0.3,0.25,1.3,0.8,0.636,1.2,0,6.3,0.8,1.8,1.4,0,1.1,1.7,0.3,0.25,1.3,0,0,0,0,0,,,
Joe Thomas,SF,39,0.4,0,0,0.267,0.6,0.267,2.2,0.2,0.45,0.5,0,5.2,0,0.5,1.4,0,0,1.1,0.6,0.267,2.2,0,0,0,0,0,,,
Mel Gibson,G,9,0.7,0,0,0.3,0.7,0.3,2.2,0.1,0.5,0.2,0,5.9,0,1.1,1.4,0,0,0.4,0.7,0.3,2.2,0,0,0,0,0,,,
John Barber,F,5,0,0,0,0.25,0.4,0.25,1.6,0.6,0.5,1.2,0,3.8,0,0.8,1.4,0,0,1.2,0.4,0.25,1.6,0,0,0,0,0,,,
Roy Pugh,C-F,23,0.4,0,0,0.255,0.6,0.255,2.2,0.3,0.316,0.8,0,0,0,0.7,1.4,0,0,0,0.6,0.255,2.2,0,0,0,0,0,,,
Herm Klotz,G,11,0.6,0,0,0.226,0.6,0.226,2.8,0.1,0.333,0.3,0,0,0,0.3,1.4,0,0,0,0.6,0.226,2.8,0,0,0,0,0,,,
Red Dehnert,F,10,0,0,0,0.4,0.6,0.4,1.5,0.2,0.333,0.6,0,0,0,0.8,1.4,0,0,0,0.6,0.4,1.5,0,0,0,0,0,,,
Ben Davis,PF,40,0.13,0.075,0.61,0.352,0.532,0.352,1.465,0.33,0.325,0.66,0,3.852,0.753,0.62,1.375,0.143,0.195,1.362,0.532,0.352,1.465,0,0,0,0,0,,,
Jordan Schakel,SG,6,0.167,0,1,0.341,0.367,0.227,2.2,0.333,0.667,0.333,0,6,0.333,0.167,1.367,0.367,0.2,1.333,0,0,1.033,0.367,0.445,1.167,0,0,,,
Olumide Oyedeji,C,93,0.129,0.165,1.429,0.491,0.542,0.491,1.074,0.3,0.663,0.439,1.581,6.316,0.684,1.126,1.355,0.161,0.342,2.113,0.542,0.491,1.074,0,0,0,0,0,,,
Malik Fitts,PF,18,0.25,0,1,0.544,0.467,0.406,1.25,0,0,0,0,4.117,0.083,0.417,1.333,0,0.083,1.083,0.167,0.278,0.55,0.3,0.5,0.7,0,0,,,
Jordan Walsh,SF,13,0.508,0.162,1.423,0.367,0.577,0.321,1.731,0.069,0.346,0.138,0.692,9.231,0.508,1.077,1.331,0.415,0.208,1.831,0.369,0.616,0.638,0.138,0.154,1.092,0,0,,,
Lari Ketner,PF,25,0.036,0.088,0.88,0.357,0.528,0.357,1.32,0.352,0.587,0.44,0,5.556,0.44,0.792,1.32,0.176,0.524,1.32,0.528,0.357,1.32,0,0,0,0,0,,,
Cuonzo Martin,SG,7,0.414,0,0.171,0.514,0.457,0.343,1.729,0,0,0.286,0,4.586,0.3,0.3,1.314,0.171,0.3,0.414,0,0,1.014,0.457,0.571,0.757,0,0,,,
Dwayne Jones,PF,82,0.154,0.322,1.305,0.473,0.376,0.473,0.768,0.5,0.482,0.983,0,7.737,1.027,1.388,1.312,0.154,0.315,2.327,0.376,0.481,0.768,0,0,0,0,0,,,
Tornike Shengelia,SF,45,0.373,0.042,0.584,0.461,0.5,0.452,1.142,0.269,0.454,0.511,0,5.478,0.327,0.658,1.311,0.142,0.542,0.853,0.5,0.523,0.927,0.042,0.211,0.158,0,0,,,
Nathan Mensah,C,25,0.4,0.6,1.4,0.429,0.5,0.429,1.1,0.4,0.75,0.5,0,12.3,1.2,2.6,1.3,0.2,0.6,2.6,0.5,0.429,1.1,0,0,0,0,0,,,
Moses Wright,PF,4,0.5,0.3,0.5,0.25,0.3,0.25,1,0.8,1,0.8,0,3.5,0.3,0,1.3,0,0,0.8,0.3,0.333,0.8,0,0,0.3,0,0,,,
Nate Darling,SG,7,0.1,0.1,0,0.429,0.3,0.286,1,0.4,1,0.4,0,3.7,0.1,0.1,1.3,0,0.1,0.1,0,0,0,0.3,0.286,1,0,0,,,
Tariq Owens,PF,3,0,0,0.3,0.2,0.3,0.2,1.7,0.7,1,0.7,0,5,0.7,0.3,1.3,0.3,0,1,0.3,0.333,1,0,0,0.7,0,0,,,
Daniel Ochefu,C,19,0.2,0,0.9,0.444,0.6,0.444,1.4,0,0,0.1,0,3.9,0.3,0.9,1.3,0.1,0.2,1.2,0.6,0.444,1.4,0,0,0,0,0,,,
Cliff Alexander,PF,8,0,0.3,0.5,0.5,0.6,0.5,1.3,0,0,0,0,4.5,0.3,0.1,1.3,0.1,0.1,0.8,0.6,0.5,1.3,0,0,0,0,0,,,
Taylor Griffin,SF,8,0.1,0.3,0.3,0.4,0.5,0.4,1.3,0.3,0.5,0.5,0,4,0,0.5,1.3,0,0.1,0.3,0.5,0.5,1,0,0,0.3,0,0,,,
Andreas Glyniadakis,C,13,0.1,0,0.5,0.471,0.6,0.471,1.3,0.1,0.5,0.2,4,6.2,0.2,1.5,1.3,0,0.7,0.6,0.6,0.471,1.3,0,0,0,0,0,,,
Sharrod Ford,PF,3,0,0.3,0.7,0.667,0.7,0.667,1,0,0,0,0,4.3,0.3,2.3,1.3,0,0.7,1,0.7,0.667,1,0,0,0,0,0,,,
Geno Carlisle,SG,6,0.2,0,0,0.667,0.3,0.667,0.5,0.7,0.667,1,0,2.7,0.2,0.2,1.3,0,0.2,0.2,0.3,0.667,0.5,0,0,0,0,0,,,
Wayne Turner,PG,3,1.7,0,0.7,0.167,0.3,0.167,2,0.7,0.333,2,0,13.7,0.3,1.3,1.3,0,1,1,0.3,0.167,2,0,0,0,0,0,,,
Makhtar N'Diaye,PF,4,0.3,0.3,0.5,0.25,0.3,0.25,1,0.8,0.75,1,0,6.8,0.8,2.3,1.3,0,0.3,1.3,0.3,0.25,1,0,0,0,0,0,,,
Jimmy Carruth,PF,4,0,0.5,1,0.667,0.5,0.667,0.8,0.3,1,0.3,0,5.3,0,1,1.3,0,0.3,1,0.5,0.667,0.8,0,0,0,0,0,,,
Cedric Lewis,C,3,0,0,0,0.667,0.7,0.667,1,0,0,0,0,1.3,0.7,0,1.3,0.3,0,0.7,0.7,0.667,1,0,0,0,0,0,,,
Julius Nwosu,C,23,0.1,0.1,0.6,0.321,0.4,0.321,1.2,0.6,0.765,0.7,0,3.7,0.5,0.9,1.3,0,0.4,1,0.4,0.321,1.2,0,0,0,0,0,,,
Luther Wright,C,15,0,0.1,0.3,0.348,0.5,0.348,1.5,0.2,0.75,0.3,2,6.1,0.4,1.4,1.3,0.1,0.4,0.7,0.5,0.364,1.5,0,0,0.1,0,0,,,
Ricky Grace,PG,3,0.3,0,0.3,0.667,0.7,0.667,1,0,0,0.7,0,2.7,0,1,1.3,0,0,0.3,0.7,0.667,1,0,0,0,0,0,,,
Alex Blackwell,SF,27,0.3,0.1,0.5,0.333,0.5,0.333,1.6,0.2,0.75,0.3,0,4,0.4,0.5,1.3,0.1,0.2,0.9,0.5,0.359,1.4,0,0,0.1,0,0,,,
Charles Thomas,SG,36,0.6,0,0.4,0.373,0.5,0.353,1.4,0.3,0.667,0.4,0,4.3,0.2,0.6,1.3,0.1,0.5,0.6,0.4,0.471,0.9,0.1,0.118,0.5,0,0,,,
Keith Owens,SF,20,0.2,0.2,0.4,0.281,0.5,0.281,1.6,0.4,0.8,0.5,0,4,0.4,0.6,1.3,0.3,0.1,0.8,0.5,0.281,1.6,0,0,0,0,0,,,
Richard Coffey,SF,52,0.1,0.1,0.7,0.373,0.5,0.373,1.4,0.2,0.545,0.4,1,6.2,0.8,0.9,1.3,0.1,0.1,1.5,0.5,0.378,1.4,0,0,0,0,0,,,
Steve Bucknall,SG,18,0.6,0.1,0.1,0.273,0.5,0.273,1.8,0.3,0.833,0.3,0,4.2,0.3,0.6,1.3,0.1,0.6,0.4,0.5,0.281,1.8,0,0,0.1,0,0,,,
Torgeir Bryn,C,3,0,0.3,0.7,0,0,0,0.7,1.3,0.667,2,0,3.3,0,1.7,1.3,0.7,0.3,0.7,0,0,0.7,0,0,0,0,0,,,
Nikita Wilson,SF,15,0.2,0,0.6,0.304,0.5,0.304,1.5,0.3,0.833,0.4,0,3.6,0.1,0.5,1.3,0,0.3,0.7,0.5,0.304,1.5,0,0,0,0,0,,,
Joe Binion,PF,11,0.1,0.2,0.9,0.4,0.4,0.4,0.9,0.5,0.6,0.9,0,4.6,0.7,0.5,1.3,0.2,0.3,1.6,0.4,0.4,0.9,0,0,0,0,0,,,
Butch Graves,SG,4,0.3,0,0.5,0.333,0.5,0.333,1.5,0.3,0.2,1.3,0,2.8,0,1,1.3,0.3,0.3,0.5,0.5,0.4,1.3,0,0,0.3,0,0,,,
Tom Scheffler,C,39,0.3,0.3,1.5,0.412,0.5,0.412,1.3,0.3,0.5,0.5,0,6.9,0.5,1.2,1.3,0.2,0.4,1.9,0.5,0.412,1.3,0,0,0,0,0,,,
Jim Johnstone,PF-C,23,0.5,0.3,1.3,0.367,0.5,0.367,1.3,0.4,0.45,0.9,0,8.3,0.7,1.4,1.3,0.1,0.7,2,0.5,0.367,1.3,0,0,0,0,0,,,
Craig Dykema,SF,32,0.5,0,0.3,0.486,0.5,0.459,1.2,0.2,0.778,0.3,0,3.2,0.1,0.6,1.3,0.1,0.2,0.4,0.5,0.455,1,0.1,0.5,0.1,0,0,,,
Wayman Britt,SG,7,0.3,0,0.4,0.3,0.4,0.3,1.4,0.4,0.75,0.6,0,2.3,0.1,0.4,1.3,0.1,0.1,0.6,0.4,0.3,1.4,0,0,0,0,0,,,
Dwaine Dillard,SF,3,0.7,0.7,2.3,0.333,0.3,0.333,1,0.7,1,0.7,0,6.3,0.7,2.3,1.3,0.7,1.7,3,0.3,0.333,1,0,0,0,0,0,,,
Vester Marshall,SF,13,0.3,0.2,1.8,0.241,0.5,0.241,2.2,0.2,0.429,0.5,0,13.4,1.1,1.5,1.3,0.3,0,2.8,0.5,0.241,2.2,0,0,0,0,0,,,
Mark Minor,SF,4,0.5,0,0,0.25,0.3,0.25,1,0.8,0.75,1,0,5,0,1.3,1.3,0,0,1,0.3,0.25,1,0,0,0,0,0,,,
Barry Nelson,C,28,0.3,0,0,0.417,0.5,0.417,1.3,0.2,0.5,0.4,0,3.6,0,0.8,1.3,0,0,0.7,0.5,0.417,1.3,0,0,0,0,0,,,
Billy DeAngelis,G,8,1,0,0.5,0.5,0.4,0.5,0.8,0.5,0.667,0.8,0,5.9,0.3,2,1.3,0,0.6,0.8,0.4,0.5,0.8,0,0,0,0,0,,,
Ralph Ogden,F,32,0.3,0,0,0.239,0.5,0.239,2.2,0.3,0.667,0.4,0,5.1,0,0.5,1.3,0,0,1,0.5,0.239,2.2,0,0,0,0,0,,,
Cliff Williams,G,3,0.7,0,0,0.222,0.7,0.222,3,0,0,0,0,6,0,2.3,1.3,0,0,1,0.7,0.222,3,0,0,0,0,0,,,
Jim Burns,SG,3,0.3,0,0,0.286,0.7,0.286,2.3,0,0,0,0,3.7,0,0.3,1.3,0,0,0.7,0.7,0.286,2.3,0,0,0,0,0,,,
Rick Weitzman,SG,25,0.3,0,0,0.261,0.5,0.261,1.8,0.4,0.692,0.5,0,3,0,0.3,1.3,0,0,0.4,0.5,0.261,1.8,0,0,0,0,0,,,
Jerry Grote,G,11,0.4,0,0,0.545,0.5,0.545,1,0.2,1,0.2,0,3,0,0.5,1.3,0,0,0.4,0.5,0.545,1,0,0,0,0,0,,,
Jeff Slade,F,3,0,0,0,0.4,0.7,0.4,1.7,0,0,0.3,0,6.7,0,1,1.3,0,0,2.3,0.7,0.4,1.7,0,0,0,0,0,,,
Chuck Osborne,PF,4,0.3,0,0,0.125,0.3,0.125,2,0.8,0.75,1,0,5.3,0,0.8,1.3,0,0,2.3,0.3,0.125,2,0,0,0,0,0,,,
George Bon Salle,PF,3,0,0,0,0.25,0.7,0.25,2.7,0,0,0,0,3,0,0,1.3,0,0,0.7,0.7,0.25,2.7,0,0,0,0,0,,,
Doug Bolstorff,G,3,0,0,0,0.4,0.7,0.4,1.7,0,0,0,0,7,0,0.3,1.3,0,0,0,0.7,0.4,1.7,0,0,0,0,0,,,
Gary Bergen,C,6,0.2,0,0,0.273,0.5,0.273,1.8,0.3,1,0.3,0,6.7,0,0.7,1.3,0,0,1.3,0.5,0.273,1.8,0,0,0,0,0,,,
Hal Lear,G,3,0.3,0,0,0.333,0.7,0.333,2,0,0,0,0,4.7,0,1,1.3,0,0,0.3,0.7,0.333,2,0,0,0,0,0,,,
Ronnie MacGilvray,PG,6,1.8,0,0,0.167,0.3,0.167,2,0.7,0.571,1.2,0,9.5,0,0.8,1.3,0,0,1.5,0.3,0.167,2,0,0,0,0,0,,,
John McConathy,F,11,0.7,0,0,0.138,0.4,0.138,2.6,0.5,0.429,1.3,0,9.6,0,0.6,1.3,0,0,1.8,0.4,0.138,2.6,0,0,0,0,0,,,
Ray Ragelis,SF,51,0.6,0,0,0.26,0.5,0.26,1.9,0.4,0.621,0.6,0,6.6,0,1.2,1.3,0,0,1.5,0.5,0.26,1.9,0,0,0,0,0,,,
Darrel Brown,F,3,0,0,0,0.333,0.7,0.333,2,0,0,0.7,0,0,0,1,1.3,0,0,0,0.7,0.333,2,0,0,0,0,0,,,
Dick Wehr,F,9,0.3,0,0,0.238,0.6,0.238,2.3,0.2,0.333,0.7,0,0,0,1.3,1.3,0,0,0,0.6,0.238,2.3,0,0,0,0,0,,,
Herb Krautblatt,G,10,0.4,0,0,0.222,0.4,0.222,1.8,0.5,0.455,1.1,0,0,0,1.4,1.3,0,0,0,0.4,0.222,1.8,0,0,0,0,0,,,
Howie Rader,G-F,13,1.1,0,0,0.156,0.5,0.156,3.5,0.2,0.3,0.8,0,0,0,1.9,1.3,0,0,0,0.5,0.156,3.5,0,0,0,0,0,,,
Tom Callahan,G,13,0.3,0,0,0.207,0.5,0.207,2.2,0.4,0.417,0.9,0,0,0,0.7,1.3,0,0,0,0.5,0.207,2.2,0,0,0,0,0,,,
Fred Vinson,SG,13,0.077,0,0.062,0.3,0.446,0.236,1.831,0.138,0.692,0.262,0,5.154,0,0.492,1.292,0.246,0.462,0.062,0.246,0.185,0.877,0.262,0.24,1.015,0,0,,,
